dataset,isInStrictBlockingDecay,isInStrictBlockingNoDecay,isInValueSetBlocking,isInSequenceBlocking,isInExactMatchBlocking,isSemanticRoleMatch,compatibilityPercentageDecay,compatibilityPercentageNoDecay,exactSequenceMatchPercentage
tv_and_film,false,false,false,false,false,false,0.6048850574712644,0.44971264367816094,0.40746054519368724
tv_and_film,false,false,false,false,false,false,0.7514367816091954,0.6048850574712644,0.5480631276901005
tv_and_film,true,false,true,false,false,false,1.0,0.6537356321839081,0.4748923959827834
tv_and_film,true,true,true,true,false,false,1.0,1.0,0.9928263988522238
tv_and_film,false,false,false,false,false,false,0.9497126436781609,0.9497126436781609,0.629842180774749
tv_and_film,false,false,false,false,false,false,0.6091954022988506,0.28304597701149425,0.22381635581061693
tv_and_film,true,false,false,false,false,false,1.0,0.8419540229885057,0.7073170731707317
tv_and_film,true,false,false,false,false,false,1.0,0.5617816091954023,0.5265423242467718
tv_and_film,true,true,true,true,true,false,1.0,1.0,1.0
tv_and_film,true,true,true,true,false,false,1.0,1.0,0.994261119081779
tv_and_film,false,false,false,false,false,false,0.7140804597701149,0.7140804597701149,0.4763271162123386
tv_and_film,false,false,false,false,false,false,0.5862068965517241,0.27298850574712646,0.27259684361549497
tv_and_film,false,false,false,false,false,false,0.6709770114942529,0.6709770114942529,0.5365853658536586
tv_and_film,false,false,false,false,false,false,0.7629310344827587,0.45545977011494254,0.35581061692969873
tv_and_film,true,false,false,false,false,false,1.0,0.44971264367816094,0.31850789096126253
tv_and_film,true,true,true,true,false,false,1.0,1.0,0.896700143472023
tv_and_film,true,true,true,true,true,true,1.0,1.0,1.0
tv_and_film,false,false,false,false,false,false,0.6566091954022989,0.5818965517241379,0.3902439024390244
tv_and_film,false,false,false,false,false,false,0.6307471264367817,0.41810344827586204,0.36441893830703015
tv_and_film,true,false,false,false,false,false,1.0,0.992816091954023,0.6757532281205165
tv_and_film,true,true,true,true,true,false,1.0,1.0,1.0
tv_and_film,false,false,false,false,false,false,0.9224137931034483,0.6968390804597702,0.5681492109038737
tv_and_film,false,false,false,false,false,false,0.9252873563218391,0.5158045977011494,0.14777618364418937
tv_and_film,true,true,true,true,true,true,1.0,1.0,1.0
tv_and_film,false,false,false,false,false,false,0.7140804597701149,0.646551724137931,0.6470588235294118
tv_and_film,false,false,false,false,false,false,0.882183908045977,0.8333333333333334,0.23959827833572453
tv_and_film,true,false,false,false,false,false,1.0,0.514367816091954,0.35437589670014347
tv_and_film,true,true,true,true,true,false,1.0,1.0,1.0
tv_and_film,false,false,false,false,false,false,0.9755747126436781,0.375,0.3744619799139168
tv_and_film,true,true,false,false,false,true,1.0,1.0,0.9167862266857962
tv_and_film,true,true,true,true,true,true,1.0,1.0,1.0
tv_and_film,false,false,true,true,false,false,0.8649425287356322,0.8649425287356322,0.7202295552367288
tv_and_film,false,false,false,false,false,false,0.8333333333333334,0.5847701149425287,0.4490674318507891
tv_and_film,false,false,false,false,false,false,0.7772988505747126,0.7140804597701149,0.563845050215208
tv_and_film,false,false,false,false,false,false,0.7887931034482759,0.7887931034482759,0.46628407460545196
tv_and_film,true,false,false,false,false,false,1.0,0.9956896551724138,0.4447632711621234
tv_and_film,true,true,true,true,true,false,1.0,1.0,1.0
tv_and_film,false,false,false,false,false,false,0.5186781609195402,0.3807471264367816,0.321377331420373
tv_and_film,false,false,false,false,false,false,0.7399425287356322,0.7399425287356322,0.7388809182209469
tv_and_film,false,false,false,false,false,false,0.6336206896551724,0.34051724137931033,0.2855093256814921
tv_and_film,false,false,false,false,false,false,0.7485632183908046,0.7485632183908046,0.7116212338593975
tv_and_film,false,false,false,false,false,false,0.7255747126436781,0.7011494252873564,0.5150645624103299
tv_and_film,false,false,false,false,false,false,0.742816091954023,0.4382183908045977,0.42754662840746055
tv_and_film,true,false,false,false,false,false,1.0,0.9698275862068966,0.6814921090387375
tv_and_film,false,false,false,false,false,false,0.8247126436781609,0.6264367816091954,0.5150645624103299
tv_and_film,true,false,false,false,false,false,1.0,0.6508620689655172,0.5796269727403156
tv_and_film,false,false,false,false,false,false,0.7298850574712644,0.4281609195402299,0.29124820659971307
tv_and_film,false,false,false,false,false,false,0.5373563218390804,0.5373563218390804,0.5294117647058824
tv_and_film,true,true,true,true,false,false,1.0,1.0,0.994261119081779
tv_and_film,false,false,true,true,false,false,0.9540229885057471,0.9540229885057471,0.9340028694404591
tv_and_film,false,false,false,false,false,false,0.9295977011494253,0.9094827586206896,0.5121951219512195
tv_and_film,false,false,false,false,false,false,0.7586206896551724,0.6781609195402298,0.5308464849354376
tv_and_film,true,true,false,false,false,false,1.0,1.0,0.9913916786226685
tv_and_film,false,false,false,false,false,false,0.6120689655172413,0.4382183908045977,0.3916786226685796
tv_and_film,true,true,true,true,false,true,1.0,1.0,0.9655667144906743
tv_and_film,true,true,true,true,true,false,1.0,1.0,1.0
tv_and_film,false,false,false,false,false,false,0.7744252873563219,0.7686781609195402,0.44619799139167865
tv_and_film,true,true,true,true,false,false,1.0,1.0,0.8723098995695839
tv_and_film,false,false,false,false,false,false,0.7758620689655172,0.7442528735632183,0.5408895265423243
tv_and_film,false,false,false,false,false,false,0.8908045977011494,0.8362068965517241,0.5007173601147776
tv_and_film,true,true,true,true,true,true,1.0,1.0,1.0
tv_and_film,false,false,false,false,false,false,0.9209770114942529,0.9209770114942529,0.4619799139167862
tv_and_film,true,false,false,false,false,false,1.0,0.9985632183908046,0.45911047345767575
tv_and_film,false,false,false,false,false,false,0.5747126436781609,0.5301724137931034,0.3787661406025825
tv_and_film,false,false,false,false,false,false,0.5747126436781609,0.34913793103448276,0.1951219512195122
tv_and_film,true,true,true,true,true,true,1.0,1.0,1.0
tv_and_film,false,false,false,false,false,false,0.867816091954023,0.37212643678160917,0.30703012912482064
tv_and_film,false,false,false,false,false,false,0.6364942528735632,0.6364942528735632,0.4533715925394548
tv_and_film,false,false,false,false,false,false,0.5574712643678161,0.39080459770114945,0.381635581061693
tv_and_film,false,false,false,false,false,false,0.45689655172413796,0.4209770114942529,0.3472022955523673
tv_and_film,false,false,false,false,false,false,0.9727011494252874,0.9727011494252874,0.8895265423242468
tv_and_film,true,false,false,false,false,false,1.0,0.9425287356321839,0.7618364418938307
tv_and_film,false,false,false,false,false,false,0.521551724137931,0.2413793103448276,0.2223816355810617
tv_and_film,true,true,true,true,false,true,1.0,1.0,0.994261119081779
tv_and_film,true,false,false,false,false,false,1.0,0.4985632183908046,0.34146341463414637
tv_and_film,true,true,true,true,false,false,1.0,1.0,0.93974175035868
tv_and_film,false,false,false,false,false,false,0.5574712643678161,0.4482758620689655,0.22094691535150646
tv_and_film,false,false,false,false,false,true,0.6594827586206896,0.6594827586206896,0.629842180774749
tv_and_film,true,false,false,false,false,false,1.0,0.8204022988505747,0.6915351506456241
tv_and_film,true,false,false,false,false,false,1.0,0.7586206896551724,0.5078909612625538
tv_and_film,true,true,false,false,false,true,1.0,1.0,0.6140602582496413
tv_and_film,true,true,true,true,false,false,1.0,1.0,0.9971305595408895
tv_and_film,false,false,false,false,false,false,0.7155172413793104,0.382183908045977,0.30416068866571017
tv_and_film,true,true,true,true,true,true,1.0,1.0,1.0
tv_and_film,true,true,true,true,true,false,1.0,1.0,1.0
tv_and_film,false,false,false,false,false,false,0.7686781609195402,0.5244252873563219,0.4935437589670014
tv_and_film,false,false,false,false,false,false,0.8376436781609196,0.7686781609195402,0.5652797704447633
tv_and_film,false,false,false,false,false,false,0.7485632183908046,0.7485632183908046,0.5494978479196556
tv_and_film,true,false,false,false,false,false,1.0,0.6623563218390804,0.4835007173601148
tv_and_film,false,false,false,false,false,true,0.5416666666666666,0.4396551724137931,0.43902439024390244
tv_and_film,true,true,false,false,false,false,1.0,1.0,0.7819225251076041
tv_and_film,false,false,false,false,false,false,0.9137931034482759,0.860632183908046,0.776183644189383
tv_and_film,true,true,true,true,false,false,1.0,1.0,0.9612625538020086
tv_and_film,true,true,false,false,false,false,1.0,1.0,0.9583931133428981
tv_and_film,false,false,false,false,false,false,0.7974137931034483,0.6839080459770115,0.5494978479196556
tv_and_film,false,false,false,false,false,false,0.882183908045977,0.4511494252873563,0.41750358680057387
tv_and_film,false,false,false,false,false,false,0.507183908045977,0.507183908045977,0.4935437589670014
tv_and_film,false,false,true,true,false,false,0.6709770114942529,0.5502873563218391,0.5466284074605452
tv_and_film,false,false,false,false,false,false,0.7241379310344828,0.6925287356321839,0.6054519368723099
tv_and_film,false,false,true,true,false,true,0.992816091954023,0.992816091954023,0.9928263988522238
tv_and_film,true,false,false,false,false,false,1.0,0.9971264367816092,0.7417503586800573
tv_and_film,false,false,false,false,false,false,0.6537356321839081,0.47701149425287354,0.30272596843615496
tv_and_film,false,false,false,false,false,false,0.875,0.5790229885057471,0.49784791965566716
tv_and_film,false,false,false,false,false,false,0.5301724137931034,0.5043103448275862,0.4964131994261119
tv_and_film,false,false,false,false,false,false,0.7528735632183908,0.3103448275862069,0.3012912482065997
tv_and_film,true,true,true,true,false,true,1.0,1.0,0.9655667144906743
tv_and_film,true,true,true,true,false,false,1.0,1.0,0.9626972740315638
tv_and_film,true,false,false,false,false,false,1.0,0.9568965517241379,0.8077474892395983
tv_and_film,true,true,true,true,false,true,1.0,1.0,0.5753228120516499
tv_and_film,false,false,false,false,false,false,0.9396551724137931,0.9396551724137931,0.5466284074605452
tv_and_film,false,false,false,false,false,false,0.8620689655172413,0.8433908045977011,0.5581061692969871
tv_and_film,false,false,false,false,false,false,0.6135057471264368,0.24568965517241378,0.2266857962697274
tv_and_film,false,false,false,false,false,false,0.8850574712643678,0.4870689655172414,0.406025824964132
tv_and_film,false,false,false,false,false,false,0.8951149425287356,0.8951149425287356,0.8823529411764706
tv_and_film,false,false,false,false,false,false,0.7270114942528736,0.4698275862068966,0.4332855093256815
tv_and_film,true,true,false,false,false,false,1.0,1.0,0.9870875179340028
tv_and_film,false,false,false,false,false,false,0.6522988505747126,0.6522988505747126,0.6513629842180775
tv_and_film,false,false,false,false,false,false,0.6795977011494253,0.6364942528735632,0.46915351506456243
tv_and_film,true,true,true,true,true,false,1.0,1.0,1.0
tv_and_film,false,false,false,false,false,false,0.6724137931034483,0.6724137931034483,0.5451936872309899
tv_and_film,true,true,true,true,true,false,1.0,1.0,1.0
tv_and_film,false,false,false,false,false,false,0.8649425287356322,0.8649425287356322,0.757532281205165
tv_and_film,true,true,true,true,true,false,1.0,1.0,1.0
tv_and_film,false,false,false,false,false,false,0.9195402298850575,0.9195402298850575,0.3787661406025825
tv_and_film,false,false,false,false,false,true,0.5747126436781609,0.38936781609195403,0.38880918220946914
tv_and_film,true,false,false,false,false,false,1.0,0.992816091954023,0.6901004304160688
tv_and_film,true,false,false,false,false,false,1.0,0.9540229885057471,0.7977044476327116
tv_and_film,false,false,false,false,false,false,0.9123563218390804,0.4985632183908046,0.48637015781922527
tv_and_film,true,true,false,false,false,false,1.0,1.0,0.6585365853658537
tv_and_film,false,false,false,false,false,false,0.8318965517241379,0.8318965517241379,0.5738880918220947
tv_and_film,true,false,false,false,false,false,1.0,0.6077586206896551,0.5681492109038737
tv_and_film,false,false,false,false,false,false,0.492816091954023,0.492816091954023,0.36872309899569583
tv_and_film,false,false,false,false,false,false,0.8807471264367817,0.45545977011494254,0.4490674318507891
tv_and_film,false,false,false,false,false,false,0.9181034482758621,0.7859195402298851,0.47919655667144906
tv_and_film,false,false,false,false,false,false,0.8117816091954023,0.5517241379310345,0.5107604017216643
tv_and_film,true,false,false,false,false,true,1.0,0.9827586206896551,0.9641319942611191
tv_and_film,true,false,false,false,false,false,1.0,0.6120689655172413,0.296987087517934
tv_and_film,false,false,true,true,false,false,1.0,1.0,0.9985652797704447
tv_and_film,true,false,false,false,false,false,1.0,0.9712643678160919,0.37589670014347204
tv_and_film,false,false,false,false,false,false,0.3635057471264368,0.3635057471264368,0.30559540889526543
tv_and_film,false,false,false,false,false,false,0.8692528735632183,0.8692528735632183,0.8321377331420373
tv_and_film,false,false,false,false,false,false,0.8060344827586207,0.8060344827586207,0.3586800573888092
tv_and_film,false,false,false,false,false,false,0.6724137931034483,0.5617816091954023,0.24533715925394547
tv_and_film,false,false,false,false,false,false,0.8419540229885057,0.5186781609195402,0.23529411764705882
tv_and_film,true,true,true,true,true,false,1.0,1.0,1.0
tv_and_film,true,false,false,false,false,false,1.0,0.6982758620689655,0.6154949784791965
tv_and_film,true,true,true,true,false,true,1.0,1.0,0.9985652797704447
tv_and_film,true,true,false,false,false,false,1.0,1.0,0.9440459110473458
tv_and_film,true,true,true,true,false,true,1.0,1.0,0.8005738880918221
tv_and_film,false,false,false,false,false,false,0.9612068965517241,0.9612068965517241,0.9096126255380201
tv_and_film,false,false,false,false,false,false,0.8477011494252874,0.4885057471264368,0.4878048780487805
tv_and_film,false,false,false,false,false,false,0.7399425287356322,0.7083333333333334,0.5652797704447633
tv_and_film,true,true,true,true,false,false,1.0,1.0,0.9526542324246772
tv_and_film,true,true,true,true,true,true,1.0,1.0,1.0
tv_and_film,false,false,false,false,false,false,0.4396551724137931,0.4396551724137931,0.42754662840746055
tv_and_film,false,false,false,false,false,false,0.8577586206896551,0.8577586206896551,0.49067431850789095
tv_and_film,true,true,true,true,true,false,1.0,1.0,1.0
tv_and_film,true,true,true,true,true,true,1.0,1.0,1.0
tv_and_film,false,false,false,false,false,false,0.7859195402298851,0.4353448275862069,0.4246771879483501
tv_and_film,true,true,true,true,false,false,1.0,1.0,0.7790530846484935
tv_and_film,true,true,true,true,false,false,1.0,1.0,0.8837876614060258
tv_and_film,true,false,false,false,false,false,1.0,0.8362068965517241,0.7991391678622669
tv_and_film,true,false,true,false,false,false,1.0,0.6896551724137931,0.4447632711621234
tv_and_film,true,false,false,false,false,false,1.0,0.7974137931034483,0.5193687230989957
tv_and_film,false,false,false,false,false,false,0.4382183908045977,0.4382183908045977,0.38737446197991393
tv_and_film,false,false,false,false,false,false,0.9482758620689655,0.35201149425287354,0.2883787661406026
tv_and_film,false,false,false,false,false,false,0.7198275862068966,0.7198275862068966,0.6441893830703013
tv_and_film,true,false,false,false,false,false,1.0,0.7801724137931034,0.35581061692969873
tv_and_film,false,false,false,false,false,false,0.6954022988505747,0.5833333333333334,0.533715925394548
tv_and_film,false,false,false,false,false,false,0.9181034482758621,0.7931034482758621,0.7675753228120517
tv_and_film,true,true,true,true,true,false,1.0,1.0,1.0
tv_and_film,false,false,false,false,false,true,0.9525862068965517,0.9238505747126436,0.8134863701578192
tv_and_film,false,false,false,false,false,false,0.9870689655172413,0.7830459770114943,0.6771879483500718
tv_and_film,false,false,false,false,false,false,0.985632183908046,0.49137931034482757,0.460545193687231
tv_and_film,false,false,false,false,false,false,0.6896551724137931,0.6551724137931034,0.49928263988522237
tv_and_film,false,false,false,false,false,false,0.8836206896551724,0.46264367816091956,0.2998565279770445
tv_and_film,false,false,false,false,false,false,0.8117816091954023,0.4209770114942529,0.3802008608321377
tv_and_film,false,false,true,true,false,false,0.9755747126436781,0.9755747126436781,0.7288378766140603
tv_and_film,false,false,false,false,false,false,0.7916666666666666,0.7916666666666666,0.37733142037302725
tv_and_film,false,false,false,false,false,false,0.9770114942528736,0.8951149425287356,0.35581061692969873
tv_and_film,false,false,false,false,false,false,0.6451149425287356,0.5545977011494253,0.4835007173601148
tv_and_film,false,false,false,false,false,false,0.8663793103448276,0.8663793103448276,0.563845050215208
tv_and_film,false,false,false,false,false,false,0.764367816091954,0.47413793103448276,0.46771879483500717
tv_and_film,false,false,false,false,false,false,0.6192528735632183,0.41235632183908044,0.37302725968436157
tv_and_film,false,false,false,false,false,false,0.6666666666666666,0.6566091954022989,0.5408895265423243
tv_and_film,false,false,false,false,false,false,0.9827586206896551,0.9827586206896551,0.9038737446197992
tv_and_film,false,false,false,false,false,false,0.7126436781609196,0.5675287356321839,0.3744619799139168
tv_and_film,false,false,false,false,false,false,0.7931034482758621,0.5158045977011494,0.2769010043041607
tv_and_film,false,false,false,false,false,false,0.9022988505747126,0.9022988505747126,0.7804878048780488
tv_and_film,false,false,false,false,false,false,0.7672413793103449,0.7341954022988506,0.697274031563845
tv_and_film,false,false,false,false,false,false,0.6278735632183908,0.6091954022988506,0.6083213773314203
tv_and_film,false,false,false,false,false,false,0.6997126436781609,0.4698275862068966,0.38593974175035867
tv_and_film,false,false,false,false,false,false,0.9497126436781609,0.5502873563218391,0.32568149210903874
tv_and_film,true,false,false,false,false,false,1.0,0.9612068965517241,0.5753228120516499
tv_and_film,false,false,false,false,false,false,0.6767241379310345,0.5488505747126436,0.41750358680057387
tv_and_film,false,false,false,false,false,false,0.9295977011494253,0.742816091954023,0.28407460545193686
tv_and_film,false,false,false,false,false,false,0.882183908045977,0.5804597701149425,0.45480631276901007
tv_and_film,true,false,false,false,false,false,1.0,0.9899425287356322,0.5753228120516499
tv_and_film,false,false,false,false,false,false,0.8261494252873564,0.5,0.3744619799139168
tv_and_film,false,false,false,false,false,false,0.9640804597701149,0.875,0.539454806312769
tv_and_film,false,false,false,false,false,false,0.5876436781609196,0.5876436781609196,0.5265423242467718
tv_and_film,true,false,false,false,false,false,1.0,0.7744252873563219,0.5308464849354376
tv_and_film,false,false,false,false,false,false,0.8362068965517241,0.7040229885057471,0.4806312769010043
tv_and_film,false,false,false,false,false,false,0.882183908045977,0.6163793103448276,0.5222381635581061
tv_and_film,false,false,false,false,false,false,0.8333333333333334,0.5272988505747126,0.5078909612625538
tv_and_film,false,false,false,false,false,false,0.8936781609195402,0.5301724137931034,0.3931133428981349
tv_and_film,false,false,false,false,false,false,0.771551724137931,0.41235632183908044,0.3428981348637016
tv_and_film,false,false,false,false,false,false,0.7931034482758621,0.7931034482758621,0.7058823529411765
tv_and_film,true,true,true,true,false,false,1.0,1.0,0.7618364418938307
tv_and_film,false,false,false,false,false,false,0.7341954022988506,0.6192528735632183,0.539454806312769
tv_and_film,false,false,false,false,false,false,0.5948275862068966,0.33764367816091956,0.26255380200860834
tv_and_film,false,false,false,false,false,false,0.7011494252873564,0.6379310344827587,0.6384505021520803
tv_and_film,false,false,false,false,false,false,0.8505747126436781,0.5718390804597702,0.48493543758967
tv_and_film,false,false,false,false,false,false,0.8692528735632183,0.5201149425287356,0.41750358680057387
tv_and_film,true,false,false,false,false,false,1.0,0.9080459770114943,0.6571018651362984
tv_and_film,false,false,false,false,false,false,0.6853448275862069,0.5272988505747126,0.5121951219512195
tv_and_film,false,false,false,false,false,false,0.8951149425287356,0.8951149425287356,0.8694404591104734
tv_and_film,true,false,false,false,false,false,1.0,0.9008620689655172,0.8091822094691535
tv_and_film,false,false,false,false,false,false,0.9870689655172413,0.8850574712643678,0.8263988522238164
tv_and_film,false,false,false,false,false,false,0.867816091954023,0.7528735632183908,0.6829268292682927
tv_and_film,false,false,false,false,false,false,0.8764367816091954,0.40373563218390807,0.38737446197991393
tv_and_film,false,false,false,false,false,false,0.8706896551724138,0.8491379310344828,0.30703012912482064
tv_and_film,false,false,false,false,false,false,0.7183908045977011,0.7183908045977011,0.5767575322812052
tv_and_film,false,false,false,false,false,false,0.7413793103448276,0.7413793103448276,0.7403156384505022
tv_and_film,true,true,false,false,false,false,1.0,1.0,0.7116212338593975
tv_and_film,false,false,false,false,false,false,0.5818965517241379,0.24856321839080459,0.2467718794835007
tv_and_film,false,false,false,false,false,false,0.9612068965517241,0.7528735632183908,0.3400286944045911
tv_and_film,false,false,false,false,false,false,0.8505747126436781,0.6422413793103449,0.6183644189383071
tv_and_film,false,false,false,false,false,false,0.9310344827586207,0.4956896551724138,0.46771879483500717
tv_and_film,false,false,false,false,false,false,0.7241379310344828,0.34339080459770116,0.21951219512195122
tv_and_film,false,false,false,false,false,false,0.9195402298850575,0.9195402298850575,0.38450502152080346
tv_and_film,false,false,false,false,false,false,0.9985632183908046,0.8074712643678161,0.7833572453371592
tv_and_film,false,false,false,false,false,false,0.8649425287356322,0.6709770114942529,0.5839311334289814
tv_and_film,false,false,false,false,false,false,0.8146551724137931,0.7169540229885057,0.6901004304160688
tv_and_film,false,false,false,false,false,false,0.8462643678160919,0.8462643678160919,0.7431850789096126
tv_and_film,false,false,false,false,false,false,0.9655172413793104,0.3204022988505747,0.30272596843615496
tv_and_film,false,false,false,false,false,false,0.8433908045977011,0.47413793103448276,0.45050215208034433
tv_and_film,false,false,false,false,false,false,0.742816091954023,0.742816091954023,0.4131994261119082
tv_and_film,false,false,false,false,false,false,0.8419540229885057,0.8419540229885057,0.7245337159253945
tv_and_film,false,false,false,false,false,false,0.8347701149425287,0.7155172413793104,0.5365853658536586
tv_and_film,false,false,false,false,false,false,0.8031609195402298,0.5316091954022989,0.47919655667144906
tv_and_film,true,false,false,false,false,false,1.0,0.9885057471264368,0.6700143472022956
tv_and_film,false,false,false,false,false,false,0.9339080459770115,0.22701149425287356,0.19368723098995697
tv_and_film,true,false,false,false,false,false,1.0,0.9956896551724138,0.8751793400286944
tv_and_film,false,false,false,false,false,false,0.8778735632183908,0.8778735632183908,0.4806312769010043
tv_and_film,true,false,false,false,false,false,1.0,0.6925287356321839,0.5308464849354376
tv_and_film,false,false,false,false,false,false,0.9971264367816092,0.9913793103448276,0.7360114777618364
tv_and_film,false,false,false,false,false,false,0.8591954022988506,0.8477011494252874,0.40889526542324245
tv_and_film,false,false,false,false,false,false,0.7183908045977011,0.5589080459770115,0.18938307030129126
tv_and_film,false,false,false,false,false,false,0.7025862068965517,0.610632183908046,0.5365853658536586
tv_and_film,false,false,false,false,false,false,0.9324712643678161,0.6839080459770115,0.37589670014347204
tv_and_film,false,false,false,false,false,false,0.8908045977011494,0.26436781609195403,0.25538020086083213
tv_and_film,false,false,false,false,false,true,0.9899425287356322,0.9899425287356322,0.9899569583931134
tv_and_film,true,false,false,false,false,false,1.0,0.9439655172413793,0.9096126255380201
tv_and_film,false,false,false,false,false,false,0.867816091954023,0.8462643678160919,0.7245337159253945
tv_and_film,false,false,false,false,false,false,0.8390804597701149,0.5545977011494253,0.4949784791965567
tv_and_film,false,false,false,false,false,false,0.5747126436781609,0.5747126436781609,0.5494978479196556
tv_and_film,false,false,false,false,false,false,0.985632183908046,0.985632183908046,0.7245337159253945
tv_and_film,false,false,false,false,false,false,0.5948275862068966,0.5373563218390804,0.4634146341463415
tv_and_film,false,false,false,false,false,false,0.6580459770114943,0.4353448275862069,0.4347202295552367
tv_and_film,false,false,false,false,false,false,0.8362068965517241,0.6522988505747126,0.6513629842180775
tv_and_film,false,false,false,false,false,false,0.8448275862068966,0.8189655172413793,0.6083213773314203
tv_and_film,false,false,false,false,false,false,0.9956896551724138,0.6077586206896551,0.3715925394548063
tv_and_film,false,false,false,false,false,false,0.5761494252873564,0.5761494252873564,0.4921090387374462
tv_and_film,false,false,false,false,false,false,0.5818965517241379,0.5818965517241379,0.5738880918220947
tv_and_film,false,false,false,false,false,false,0.8721264367816092,0.8721264367816092,0.7733142037302726
tv_and_film,false,false,false,false,false,false,0.9195402298850575,0.8002873563218391,0.5164992826398852
tv_and_film,false,false,false,false,false,false,0.7442528735632183,0.7442528735632183,0.6944045911047346
tv_and_film,false,false,false,false,false,false,0.9870689655172413,0.8864942528735632,0.8177905308464849
education,true,true,true,true,false,false,1.0,1.0,0.9842180774748924
education,false,false,false,false,false,false,0.6666666666666666,0.5775862068965517,0.5451936872309899
education,false,false,false,false,false,false,0.7456896551724138,0.5387931034482759,0.4447632711621234
education,true,true,true,true,false,false,1.0,1.0,0.9239598278335724
education,true,true,false,false,false,false,1.0,1.0,0.7690100430416069
education,false,false,false,false,false,false,0.8491379310344828,0.7399425287356322,0.6585365853658537
education,true,false,false,false,false,false,1.0,0.9410919540229885,0.8335724533715926
education,true,false,false,false,false,false,1.0,0.9152298850574713,0.7790530846484935
education,false,false,false,false,false,false,0.5589080459770115,0.46264367816091956,0.35581061692969873
education,false,false,false,false,false,false,0.7887931034482759,0.7887931034482759,0.5437589670014347
education,false,false,false,false,false,false,0.507183908045977,0.40660919540229884,0.2883787661406026
education,true,true,true,true,true,false,1.0,1.0,1.0
education,false,false,false,false,false,false,0.9382183908045977,0.9382183908045977,0.5193687230989957
education,false,false,false,false,false,false,0.7758620689655172,0.7758620689655172,0.3945480631276901
education,false,false,false,false,false,false,0.7227011494252874,0.7227011494252874,0.5824964131994261
education,true,false,false,false,false,false,1.0,0.8620689655172413,0.6857962697274032
education,false,false,true,true,false,false,0.9525862068965517,0.9525862068965517,0.6456241032998565
education,true,true,true,true,false,false,1.0,1.0,0.9928263988522238
education,false,false,false,false,false,false,0.5186781609195402,0.28448275862068967,0.2682926829268293
education,true,false,false,false,false,false,1.0,0.6020114942528736,0.430416068866571
education,true,false,false,false,false,false,1.0,0.9310344827586207,0.7847919655667145
education,false,false,false,false,false,false,0.5704022988505747,0.507183908045977,0.3902439024390244
education,true,true,true,true,false,false,1.0,1.0,0.8866571018651362
education,false,false,false,false,false,false,0.6666666666666666,0.610632183908046,0.3830703012912482
education,false,false,false,false,false,false,0.7255747126436781,0.7241379310344828,0.6384505021520803
education,true,true,true,true,true,true,1.0,1.0,1.0
